Rating Definition,Language,AUC score - Overall,NDCG@5 Score - User Level,NDCG@10 Score - User Level,AUC score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level
is_vp_succ,Hindi,0.8294959465870346,0.659977374039689,0.6177215753266397,0.7693436184142209,0.5516906666666773,0.46827919246031663
is_like,Hindi,0.9173480260600453,0.5176952711871682,0.49201753150061683,0.6959662201780307,0.4095851666666894,0.3504780218254006
