Rating Definition,Language,AUC score - Overall,AUC score - User Level,NDCG@5 Score - User Level,NDCG@10 Score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level,User Context,Type
is_like,Punjabi,0.9129546120785998,0.6558181382407218,0.5060201717429219,0.493009944330278,0.3996755000000232,0.35366276388889417,price,video
is_vp_succ2,Punjabi,0.7918563328129455,0.7442008027547422,0.6463246655733805,0.6091034034856887,0.5368808333333452,0.4593423789682571,price,video
is_like,Hindi,0.9156994588221814,0.6885000938055809,0.47215513877574533,0.4572087219270008,0.36670116666668695,0.3194103551587325,price,video
is_vp_succ2,Hindi,0.813078550439388,0.7616439568987249,0.6161604593141875,0.5862889029309457,0.5057716666666847,0.43779689484127066,price,video
