Rating Definition,Language,AUC score - Overall,AUC score - User Level,NDCG@5 Score - User Level,NDCG@10 Score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level,User Context,Type
is_like,Hindi,0.9157767007026938,0.6878714168909161,0.4673877015156837,0.45302957642559677,0.3622193333333528,0.31538402976190755,location,video
is_vp_succ2,Hindi,0.8132079689666664,0.7611103771260881,0.6189917335423234,0.5860759221177827,0.5088856666666821,0.4375124384920641,location,video
