Rating Definition,Language,AUC score - Overall,AUC score - User Level,NDCG@5 Score - User Level,NDCG@10 Score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level,User Context,Type
is_like,Hindi,0.9157535732755998,0.6885553510045742,0.47155915109922514,0.45746614107063516,0.36613733333335174,0.3199747043650837,location,video
is_vp_succ2,Hindi,0.8132707038818078,0.7605451109183102,0.6157684078330365,0.5831683173719462,0.5049003333333516,0.4340827242063489,location,video
