Rating Definition,Language,AUC score - Overall,AUC score - User Level,NDCG@5 Score - User Level,NDCG@10 Score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level,User Context,Type
is_like,Hindi,0.915787800495999,0.688140398126156,0.4677544547517402,0.4520856065294898,0.3614443333333522,0.31381392460317775,location,video
is_vp_succ2,Hindi,0.813168693743587,0.7608825407434096,0.6242529109544845,0.5897066293773423,0.51469466666668,0.4411769305555583,location,video
