Rating Definition,Language,AUC score - Overall,NDCG@5 Score - User Level,NDCG@10 Score - User Level,AUC score - User Level,MAPK@5 score - User Level,MAPK@10 score - User Level
is_like,Hindi,0.9173405232600731,0.5207846852808882,0.49515090329355554,0.6961297246491007,0.4145686666666887,0.35471615476190893
is_vp_succ2,Hindi,0.8180629133380294,0.648882613353443,0.6084038451682723,0.7675345083621748,0.5398481666666789,0.4596852380952369
